Category,Element,Source evidence,Current Ecore,Status,Confidence,Action
EReference,ExternalAction.operation,P1: ExternalAction.operation -> AbsOperation [0..1]; containment=false; không có diamond tại source,ExternalAction.operation -> AbsOperation [0..1]; containment=false; eOpposite=null,EXACT,HIGH,Giữ nguyên.
EReference,Plan.RefArtifact,P1: Plan.RefArtifact -> Artifact [0..*]; containment=false; không có diamond tại source,Plan.RefArtifact -> Artifact [0..*]; containment=false; eOpposite=null,EXACT,HIGH,Giữ nguyên.
EReference,Plan.hasContext,P1: Plan.hasContext -> Context [1..1]; containment=true; diamond đen tại source,Plan.hasContext -> Context [1..1]; containment=true; eOpposite=null,EXACT,HIGH,Giữ nguyên.
EReference,Plan.hasBody,P1: Plan.hasBody -> Body [1..1]; containment=true; diamond đen tại source,Plan.hasBody -> Body [1..1]; containment=true; eOpposite=null,EXACT,HIGH,Giữ nguyên.
EReference,Plan.hasAction,P1: Plan.hasAction -> Action [0..*]; containment=true; diamond đen tại source,Plan.hasAction -> Action [0..*]; containment=true; eOpposite=null,EXACT,HIGH,Giữ nguyên.
EReference,Body.bodyterm,P1: Body.bodyterm -> BodyTerm [0..*]; containment=true; diamond đen tại source,Body.bodyterm -> BodyTerm [0..*]; containment=true; eOpposite=null,EXACT,HIGH,Giữ nguyên.
EReference,Body.firstAction,P1: Body.firstAction -> Action [1..1]; containment=false; không có diamond tại source,Body.firstAction -> Action [1..1]; containment=false; eOpposite=null,EXACT,HIGH,Giữ nguyên.
EReference,Action.nextAction,P1: Action.nextAction -> Action [0..1]; containment=false; không có diamond tại source,Action.nextAction -> Action [0..1]; containment=false; eOpposite=null,EXACT,HIGH,Giữ nguyên.
EReference,Context.contextRule,P1: Context.contextRule -> Rule [0..*]; containment=false; không có diamond tại source,Context.contextRule -> Rule [0..*]; containment=false; eOpposite=null,EXACT,HIGH,Giữ nguyên.
EReference,Context.contextBelief,P1: Context.contextBelief -> Belief [0..*]; containment=false; không có diamond tại source,Context.contextBelief -> Belief [0..*]; containment=false; eOpposite=null,EXACT,HIGH,Giữ nguyên.
EReference,MentalNotes.impliesG,P1: MentalNotes.impliesG -> Goal [1..1]; containment=false; không có diamond tại source,MentalNotes.impliesG -> Goal [1..1]; containment=false; eOpposite=null,EXACT,HIGH,Giữ nguyên.
EReference,MentalNotes.impliesB,P1: MentalNotes.impliesB -> Belief [1..1]; containment=false; không có diamond tại source,MentalNotes.impliesB -> Belief [1..1]; containment=false; eOpposite=null,EXACT,HIGH,Giữ nguyên.
EReference,Message.messageToagent,P1: Message.messageToagent -> Agent [0..*]; containment=false; không có diamond tại source,Message.messageToagent -> Agent [0..*]; containment=false; eOpposite=null,EXACT,HIGH,Giữ nguyên.
Generalization,LinkedOperation -> AbsOperation,"P1: đường xám, hollow triangle trỏ vào AbsOperation",eSuperTypes chứa #//AbsOperation,EXACT,HIGH,Giữ nguyên.
Generalization,InternalOperation -> AbsOperation,"P1: đường xám, hollow triangle trỏ vào AbsOperation",eSuperTypes chứa #//AbsOperation,EXACT,HIGH,Giữ nguyên.
Generalization,GuardOperation -> AbsOperation,"P1: đường xám, hollow triangle trỏ vào AbsOperation",eSuperTypes chứa #//AbsOperation,EXACT,HIGH,Giữ nguyên.
Generalization,Operation -> AbsOperation,"P1: đường xám, hollow triangle trỏ vào AbsOperation",eSuperTypes chứa #//AbsOperation,EXACT,HIGH,Giữ nguyên.
Generalization,Norm -> Organisation,"P1: đường xám, hollow triangle trỏ vào Organisation",eSuperTypes chứa #//Organisation,EXACT,HIGH,Giữ nguyên.
Generalization,Group -> Organisation,"P1: đường xám, hollow triangle trỏ vào Organisation",eSuperTypes chứa #//Organisation,EXACT,HIGH,Giữ nguyên.
Generalization,Role -> Organisation,"P1: đường xám, hollow triangle trỏ vào Organisation",eSuperTypes chứa #//Organisation,EXACT,HIGH,Giữ nguyên.
Generalization,Scheme -> Organisation,"P1: đường xám, hollow triangle trỏ vào Organisation",eSuperTypes chứa #//Organisation,EXACT,HIGH,Giữ nguyên.
Generalization,Action -> BodyTerm,"P1: đường xám, hollow triangle trỏ vào BodyTerm",eSuperTypes chứa #//BodyTerm,EXACT,HIGH,Giữ nguyên.
Generalization,ExternalAction -> Action,"P1: đường xám, hollow triangle trỏ vào Action",eSuperTypes chứa #//Action,EXACT,HIGH,Giữ nguyên.
Generalization,InternalAction -> Action,"P1: đường xám, hollow triangle trỏ vào Action",eSuperTypes chứa #//Action,EXACT,HIGH,Giữ nguyên.
Generalization,TriggeringEvent -> Action,"P1: đường xám, hollow triangle trỏ vào Action",eSuperTypes chứa #//Action,EXACT,HIGH,Giữ nguyên.
Generalization,MentalNotes -> BodyTerm,"P1: đường xám, hollow triangle trỏ vào BodyTerm",eSuperTypes chứa #//BodyTerm,EXACT,HIGH,Giữ nguyên.
Generalization,Message -> InternalAction,"P1: đường xám, hollow triangle trỏ vào InternalAction",eSuperTypes chứa #//InternalAction,EXACT,HIGH,Giữ nguyên.
Attribute bounds,MAS.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,MAS.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,MAS.PlatformParamters,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,MAS.PlatformParamters,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Agent.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Agent.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Workspace.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Workspace.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Workspace.Path,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Workspace.Path,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Workspace.Host,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Workspace.Host,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Artifact.artifactName,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Artifact.artifactName,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Artifact.className,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Artifact.className,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Artifact.Parameter,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Artifact.Parameter,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Artifact.IDVar,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Artifact.IDVar,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Artifact.isInitial,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,Port.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Port.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,ObsProperty.ParamName,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,ObsProperty.ParamName,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,ObsProperty.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,ObsProperty.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,ObsProperty.initialValue,P1 không in lowerBound/upperBound; P2/P3 không xác định.,Không áp dụng: chưa khai báo EAttribute,UNRESOLVED_FROM_SOURCE,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,ObsProperty.initialValue,P1 không hiển thị default tường minh; P2/P3 không xác định.,Không có EAttribute; annotation ghi unresolved.,UNRESOLVED_FROM_SOURCE,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,AbsOperation.className,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,AbsOperation.className,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,AbsOperation.signalExpression,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,AbsOperation.signalExpression,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,AbsOperation.awaitExpression,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,AbsOperation.awaitExpression,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,AbsOperation.await_timeExpression,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,AbsOperation.await_timeExpression,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,AbsOperation.paramName,P1 không in lowerBound/upperBound; P2/P3 không xác định.,Không áp dụng: chưa khai báo EAttribute,UNRESOLVED_FROM_SOURCE,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,AbsOperation.paramName,P1 không hiển thị default tường minh; P2/P3 không xác định.,Không có EAttribute; annotation ghi unresolved.,UNRESOLVED_FROM_SOURCE,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Organisation.id,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Organisation.id,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Norm.type,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Norm.type,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Norm.timeConstraint,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Norm.timeConstraint,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Group.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Group.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Group.min,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Group.min,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Group.max,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Group.max,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Role.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Role.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Role.min,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Role.min,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Role.max,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Role.max,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Scheme.PlanOperator,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Scheme.PlanOperator,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,FormationConstraints.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,FormationConstraints.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,FormationConstraints.biDir,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,FormationConstraints.scope,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,FormationConstraints.type,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,FormationConstraints.type,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,FormationConstraints.to,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,FormationConstraints.to,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,FormationConstraints.from,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,FormationConstraints.from,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Link.type,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Link.type,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Link.biDir,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,Link.scope,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,Link.from,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Link.from,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Link.to,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Link.to,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Mission.max,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Mission.max,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Mission.min,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Mission.min,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,OPlan.Sequence,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,OPlan.Parallel,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,OGoal.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,OGoal.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,OGoal.isRootGoal,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,Belief.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Belief.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Belief.isInitial,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,Rule.Expression,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Rule.Expression,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Goal.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Goal.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Plan.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Plan.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Plan.asBeliefAddition,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Plan.asBeliefAddition,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Plan.asQuery,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Plan.asQuery,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Plan.isAtomic,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Plan.isAtomic,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Plan.atomicLabel,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Plan.atomicLabel,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Plan.argID,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
